fips,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Mean
05095,0.368414689,0.507291118,0.522348285,0.60060356,0.59741095,0,0.526619394,0.54725044,0.552491204,0.562028364,0.72422933,0.614465698,0.466018031
05097,0.19829156,0.403677751,0.352548167,0.445947997,0.513422846,0,0.353891731,0.34355243,0.401892583,0.403202047,0.483433929,0.398850811,0.318172493
05099,0.320779827,0.488229283,0.396294157,0.503652521,0.568027103,0.605710954,0.407106199,0.440301045,0.465396578,0.483665852,0.597343921,0.521159742,0.401767756
05101,0.185794805,0.395994119,0.311882046,0.40927953,0.43514295,0,0.344009966,0.304457605,0.382326418,0.363140011,0.414886457,0.413879269,0.297890323
05103,0.521194434,0.685419313,0.656435376,0.648786888,0.745788195,0.710937617,0.558420807,0.616557714,0.617744677,0.635449198,0.822635411,0.68126074,0.621016374
05105,0.295509388,0.47200848,0.422191399,0.569394305,0.555732282,0,0.441830406,0.443139915,0.51603513,0.473704422,0.589718957,0.530933979,0.396569756
05107,0.680404428,0.726688562,0.7684414,0.822935158,0.919652809,0,0.71480717,0.744686122,0.70146758,0.778275312,1.027157735,0.867263768,0.72517813
05109,0.252243231,0.470134259,0.404985456,0.512553144,0.580954351,0.112409935,0.38510405,0.406557395,0.437070934,0.45393936,0.550821211,0.46559745,0.375787649
05111,0.531892272,0.668420172,0.7069486,0.78113008,0.812249602,0,0.665095933,0.701997887,0.667695826,0.704091708,0.92266238,0.690745467,0.635753681
05113,0.270213373,0.493015786,0.40358293,0.517703657,0.598392162,0.003778853,0.42249068,0.433830412,0.465690489,0.433900215,0.561516617,0.499230587,0.388937363
05115,0.830876837,1.142188845,0.97374117,1.211687911,1.291219448,0,1.1169741,1.162484373,1.033636437,1.05850613,1.360853294,1.335360071,0.982268951
05117,0.343451336,0.495495713,0.514603126,0.564503276,0.574676751,0,0.456657589,0.480877459,0.509548157,0.49200706,0.652623296,0.546346948,0.451183392
05119,7.459015651,6.532424521,5.890207189,7.133045244,7.548646087,0,6.818511623,7.159704015,6.119911204,6.63046934,8.379871462,7.772279071,6.627215787
05121,0.373992259,0.640258682,0.572543028,0.629821774,0.621116202,0,0.514958754,0.54152765,0.568923516,0.550413484,0.705527038,0.576778694,0.528931323
05123,1.025791864,1.072736396,1.147100897,1.233127309,1.320108818,0,1.074752245,1.210924458,1.041501319,1.147090331,1.541238244,1.19675013,1.081876386
05125,1.600571138,1.769145617,1.692184249,1.815034362,1.920657503,0,1.559867199,1.722322624,1.639660105,1.623031202,2.086716199,2.013879087,1.687300335
05127,0.215013604,0.417710853,0.341628628,0.438415962,0.476330108,0,0.355306077,0.35065523,0.414388604,0.384067414,0.467036729,0.418694076,0.324784362
05129,0.239790371,0.421735206,0.337066199,0.453034102,0.461866599,0,0.390534604,0.348777332,0.401965898,0.397008026,0.462671013,0.482691073,0.332863925
05131,2.197038973,3.066335445,2.338309054,2.745349273,2.767777363,0,2.522201468,2.74773752,2.154435312,2.256873365,3.035552232,3.152900013,2.533894491
05133,0.364498054,0.621800165,0.490591011,0.597991034,0.655011205,0.283359679,0.455853486,0.508795565,0.518204553,0.508320161,0.649029136,0.580791553,0.49229641
05135,0.412388324,0.65451017,0.544324414,0.660168066,0.619353161,0,0.547387218,0.568570323,0.558257407,0.578624502,0.746828835,0.675986288,0.537074303
05137,0.337360882,0.564170799,0.439811571,0.591301377,0.571533884,0,0.456280992,0.481644077,0.528320661,0.517041323,0.641143801,0.623095317,0.447114417
